10-16 22:03:31.152  1808  1808 D XR: [CLIENT] CameraClient.cpp:596 Create() XR_CameraClient start create camera client
10-16 22:03:31.152  1808  1808 I XR: [SOCKET] ConnectionClient.cpp:48 init() XR_ConClient init: Receive initiator ID 1
10-16 22:03:31.152  1808  1808 D XR: [CLIENT] CameraClient.cpp:70 initialize() XR_CameraClient initialize: socket client start
10-16 22:03:31.153  1808  1808 I XR: [SOCKET] ConnectionClient.cpp:157 sendAndRecvMessage() XR_ConClient Client send command = 0x40000506 message
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraClient.cpp:458 getSharedMemory() XR_CameraClient getSharedMemory: shmFd=7, shmSize=16384, shmType=2
10-16 22:03:31.153  1808  1808 I XR: [CLIENT] CameraClient.cpp:82 initialize() XR_CameraClient initialize client OK
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraClient.cpp:608 Create() XR_CameraClient Create: camera client create finish
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraClient.cpp:685 AttachCamera() XR_CameraClient AttachCamera: attach fish-eye-mid
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraClient.cpp:107 attachCamera() XR_CameraClient attachCamera: start create devcie
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraDevice.cpp:1643 setCropRegion() XR_CameraDevice setCropRegion: Set region left cam x:0 y:0 w:0 h:0
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraDevice.cpp:1644 setCropRegion() XR_CameraDevice setCropRegion: Set region right cam x:0 y:0 w:0 h:0
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraDevice.cpp:206 XrServiceCameraDevice() XR_CameraDevice XrServiceCameraDevice: set camera fish-eye-mid default format to y8
10-16 22:03:31.153  1808  1808 D XR: [CLIENT] CameraDevice.cpp:215 initialize() XR_CameraDevice initialize: initialize camera fish-eye-mid
10-16 22:03:31.153  1808  1808 I XR: [SOCKET] ConnectionClient.cpp:157 sendAndRecvMessage() XR_ConClient Client send command = 0x40000500 message
10-16 22:03:31.155  1808  1810 I XR: [SOCKET] ConnectionClient.cpp:112 monitorServerStatus() XR_ConClient monitorServerStatus: Start xrservice inotify event
10-16 22:03:31.155  1808  1808 D XR: [CLIENT] CameraDevice.cpp:236 initialize() XR_CameraDevice initialize: attach get buff num : 16
10-16 22:03:31.155  1808  1808 I XR: [CLIENT] CameraDevice.cpp:239 initialize() XR_CameraDevice initialize: attach camera fish-eye-mid OK
10-16 22:03:31.155  1808  1808 I XR: [CLIENT] CameraClient.cpp:168 attachCamera() XR_CameraClient attachCamera: attach and initialize camera fish-eye-mid done
10-16 22:03:31.155  1808  1808 D XR: [CLIENT] CameraClient.cpp:685 AttachCamera() XR_CameraClient AttachCamera: attach fish-eye-leftdown
10-16 22:03:31.155  1808  1808 D XR: [CLIENT] CameraClient.cpp:107 attachCamera() XR_CameraClient attachCamera: start create devcie
10-16 22:03:31.155  1808  1808 D XR: [CLIENT] CameraDevice.cpp:1643 setCropRegion() XR_CameraDevice setCropRegion: Set region left cam x:0 y:0 w:0 h:0
10-16 22:03:31.155  1808  1808 D XR: [CLIENT] CameraDevice.cpp:1644 setCropRegion() XR_CameraDevice setCropRegion: Set region right cam x:0 y:0 w:0 h:0
10-16 22:03:31.155  1808  1808 D XR: [CLIENT] CameraDevice.cpp:206 XrServiceCameraDevice() XR_CameraDevice XrServiceCameraDevice: set camera fish-eye-leftdown default format to y8
10-16 22:03:31.155  1808  1808 D XR: [CLIENT] CameraDevice.cpp:215 initialize() XR_CameraDevice initialize: initialize camera fish-eye-leftdown
10-16 22:03:31.155  1808  1808 I XR: [SOCKET] ConnectionClient.cpp:157 sendAndRecvMessage() XR_ConClient Client send command = 0x40000500 message
10-16 22:03:31.156  1808  1808 D XR: [CLIENT] CameraDevice.cpp:236 initialize() XR_CameraDevice initialize: attach get buff num : 16
10-16 22:03:31.156  1808  1808 I XR: [CLIENT] CameraDevice.cpp:239 initialize() XR_CameraDevice initialize: attach camera fish-eye-leftdown OK
10-16 22:03:31.156  1808  1808 I XR: [CLIENT] CameraClient.cpp:168 attachCamera() XR_CameraClient attachCamera: attach and initialize camera fish-eye-leftdown done
10-16 22:03:31.157  1808  1808 D XR: [CLIENT] CameraClient.cpp:685 AttachCamera() XR_CameraClient AttachCamera: attach fish-eye-rightdown
10-16 22:03:31.157  1808  1808 D XR: [CLIENT] CameraClient.cpp:107 attachCamera() XR_CameraClient attachCamera: start create devcie
10-16 22:03:31.157  1808  1808 D XR: [CLIENT] CameraDevice.cpp:1643 setCropRegion() XR_CameraDevice setCropRegion: Set region left cam x:0 y:0 w:0 h:0
10-16 22:03:31.157  1808  1808 D XR: [CLIENT] CameraDevice.cpp:1644 setCropRegion() XR_CameraDevice setCropRegion: Set region right cam x:0 y:0 w:0 h:0
